group_name,path
People practicing yoga in a mountainous setting,./data/examples/set_a/000072.jpg
People practicing yoga in a mountainous setting,./data/examples/set_a/000073.jpg
People practicing yoga in a mountainous setting,./data/examples/set_a/000074.jpg
People practicing yoga in a mountainous setting,./data/examples/set_a/000075.jpg
People practicing yoga in a mountainous setting,./data/examples/set_a/000076.jpg
People practicing yoga in a mountainous setting,./data/examples/set_a/000077.jpg
People practicing yoga in a mountainous setting,./data/examples/set_a/000078.jpg
People practicing yoga in a mountainous setting,./data/examples/set_a/000079.jpg
People practicing yoga in a mountainous setting,./data/examples/set_a/000080.jpg
People practicing yoga in a mountainous setting,./data/examples/set_a/000081.jpg
People practicing yoga in a mountainous setting,./data/examples/set_a/000082.jpg
People practicing yoga in a mountainous setting,./data/examples/set_a/000083.jpg
People practicing yoga in a mountainous setting,./data/examples/set_a/000084.jpg
People practicing yoga in a mountainous setting,./data/examples/set_a/000085.jpg
People practicing yoga in a mountainous setting,./data/examples/set_a/000086.jpg
People practicing yoga in a mountainous setting,./data/examples/set_a/000087.jpg
People practicing yoga in a mountainous setting,./data/examples/set_a/000088.jpg
People practicing yoga in a mountainous setting,./data/examples/set_a/000089.jpg
People practicing yoga in a mountainous setting,./data/examples/set_a/000090.jpg
People practicing yoga in a mountainous setting,./data/examples/set_a/000091.jpg
People practicing yoga in a mountainous setting,./data/examples/set_a/000092.jpg
People practicing yoga in a mountainous setting,./data/examples/set_a/000093.jpg
People practicing yoga in a mountainous setting,./data/examples/set_a/000094.jpg
People practicing yoga in a mountainous setting,./data/examples/set_a/000095.jpg
People practicing yoga in a mountainous setting,./data/examples/set_a/000096.jpg
People practicing yoga in a mountainous setting,./data/examples/set_a/000097.jpg
People practicing yoga in a mountainous setting,./data/examples/set_a/000098.jpg
People practicing yoga in a mountainous setting,./data/examples/set_a/000099.jpg
People practicing yoga in a mountainous setting,./data/examples/set_a/000100.jpg
People meditating in a mountainous setting,./data/examples/set_b/000001.jpg
People meditating in a mountainous setting,./data/examples/set_b/000002.jpg
People meditating in a mountainous setting,./data/examples/set_b/000003.jpg
People meditating in a mountainous setting,./data/examples/set_b/000004.jpg
People meditating in a mountainous setting,./data/examples/set_b/000005.jpg
People meditating in a mountainous setting,./data/examples/set_b/000006.jpg
People meditating in a mountainous setting,./data/examples/set_b/000007.jpg
People meditating in a mountainous setting,./data/examples/set_b/000008.jpg
People meditating in a mountainous setting,./data/examples/set_b/000009.jpg
People meditating in a mountainous setting,./data/examples/set_b/000010.jpg
People meditating in a mountainous setting,./data/examples/set_b/000011.jpg
People meditating in a mountainous setting,./data/examples/set_b/000012.jpg
People meditating in a mountainous setting,./data/examples/set_b/000013.jpg
People meditating in a mountainous setting,./data/examples/set_b/000014.jpg
People meditating in a mountainous setting,./data/examples/set_b/000015.jpg
People meditating in a mountainous setting,./data/examples/set_b/000016.jpg
People meditating in a mountainous setting,./data/examples/set_b/000017.jpg
People meditating in a mountainous setting,./data/examples/set_b/000018.jpg
People meditating in a mountainous setting,./data/examples/set_b/000019.jpg
People meditating in a mountainous setting,./data/examples/set_b/000020.jpg
People meditating in a mountainous setting,./data/examples/set_b/000021.jpg
People meditating in a mountainous setting,./data/examples/set_b/000022.jpg
People meditating in a mountainous setting,./data/examples/set_b/000023.jpg
People meditating in a mountainous setting,./data/examples/set_b/000024.jpg
People meditating in a mountainous setting,./data/examples/set_b/000025.jpg
People meditating in a mountainous setting,./data/examples/set_b/000026.jpg
People meditating in a mountainous setting,./data/examples/set_b/000027.jpg
People meditating in a mountainous setting,./data/examples/set_b/000028.jpg
People meditating in a mountainous setting,./data/examples/set_b/000029.jpg
People meditating in a mountainous setting,./data/examples/set_b/000030.jpg
People meditating in a mountainous setting,./data/examples/set_b/000031.jpg
People meditating in a mountainous setting,./data/examples/set_b/000032.jpg
People meditating in a mountainous setting,./data/examples/set_b/000033.jpg
People meditating in a mountainous setting,./data/examples/set_b/000034.jpg
People meditating in a mountainous setting,./data/examples/set_b/000035.jpg
People meditating in a mountainous setting,./data/examples/set_b/000036.jpg
People meditating in a mountainous setting,./data/examples/set_b/000037.jpg
People meditating in a mountainous setting,./data/examples/set_b/000038.jpg
People meditating in a mountainous setting,./data/examples/set_b/000039.jpg
People meditating in a mountainous setting,./data/examples/set_b/000040.jpg
People meditating in a mountainous setting,./data/examples/set_b/000041.jpg
People meditating in a mountainous setting,./data/examples/set_b/000042.jpg
People meditating in a mountainous setting,./data/examples/set_b/000043.jpg
People meditating in a mountainous setting,./data/examples/set_b/000044.jpg
People meditating in a mountainous setting,./data/examples/set_b/000045.jpg
People meditating in a mountainous setting,./data/examples/set_b/000046.jpg
People meditating in a mountainous setting,./data/examples/set_b/000047.jpg
People meditating in a mountainous setting,./data/examples/set_b/000048.jpg
People meditating in a mountainous setting,./data/examples/set_b/000049.jpg
People meditating in a mountainous setting,./data/examples/set_b/000050.jpg
People meditating in a mountainous setting,./data/examples/set_b/000051.jpg
People meditating in a mountainous setting,./data/examples/set_b/000052.jpg
People meditating in a mountainous setting,./data/examples/set_b/000053.jpg
People meditating in a mountainous setting,./data/examples/set_b/000054.jpg
People meditating in a mountainous setting,./data/examples/set_b/000055.jpg
People meditating in a mountainous setting,./data/examples/set_b/000056.jpg
People meditating in a mountainous setting,./data/examples/set_b/000057.jpg
People meditating in a mountainous setting,./data/examples/set_b/000058.jpg
People meditating in a mountainous setting,./data/examples/set_b/000059.jpg
People meditating in a mountainous setting,./data/examples/set_b/000060.jpg
People meditating in a mountainous setting,./data/examples/set_b/000061.jpg
People meditating in a mountainous setting,./data/examples/set_b/000062.jpg
People meditating in a mountainous setting,./data/examples/set_b/000063.jpg
People meditating in a mountainous setting,./data/examples/set_b/000064.jpg
People meditating in a mountainous setting,./data/examples/set_b/000065.jpg
People meditating in a mountainous setting,./data/examples/set_b/000066.jpg
People meditating in a mountainous setting,./data/examples/set_b/000067.jpg
People meditating in a mountainous setting,./data/examples/set_b/000068.jpg
People meditating in a mountainous setting,./data/examples/set_b/000069.jpg
People meditating in a mountainous setting,./data/examples/set_b/000070.jpg
People meditating in a mountainous setting,./data/examples/set_b/000071.jpg
People meditating in a mountainous setting,./data/examples/set_b/000072.jpg
People meditating in a mountainous setting,./data/examples/set_b/000073.jpg
People meditating in a mountainous setting,./data/examples/set_b/000074.jpg
People meditating in a mountainous setting,./data/examples/set_b/000075.jpg
People meditating in a mountainous setting,./data/examples/set_b/000076.jpg
People meditating in a mountainous setting,./data/examples/set_b/000077.jpg
People meditating in a mountainous setting,./data/examples/set_b/000078.jpg
People meditating in a mountainous setting,./data/examples/set_b/000079.jpg
People meditating in a mountainous setting,./data/examples/set_b/000080.jpg
People meditating in a mountainous setting,./data/examples/set_b/000081.jpg
People meditating in a mountainous setting,./data/examples/set_b/000082.jpg
People meditating in a mountainous setting,./data/examples/set_b/000083.jpg
People meditating in a mountainous setting,./data/examples/set_b/000084.jpg
People meditating in a mountainous setting,./data/examples/set_b/000085.jpg
People meditating in a mountainous setting,./data/examples/set_b/000086.jpg
People meditating in a mountainous setting,./data/examples/set_b/000087.jpg
People meditating in a mountainous setting,./data/examples/set_b/000088.jpg
People meditating in a mountainous setting,./data/examples/set_b/000089.jpg
People meditating in a mountainous setting,./data/examples/set_b/000090.jpg
People meditating in a mountainous setting,./data/examples/set_b/000091.jpg
People meditating in a mountainous setting,./data/examples/set_b/000092.jpg
People meditating in a mountainous setting,./data/examples/set_b/000093.jpg
People meditating in a mountainous setting,./data/examples/set_b/000094.jpg
People meditating in a mountainous setting,./data/examples/set_b/000095.jpg
People meditating in a mountainous setting,./data/examples/set_b/000096.jpg
People meditating in a mountainous setting,./data/examples/set_b/000097.jpg
People meditating in a mountainous setting,./data/examples/set_b/000098.jpg
People meditating in a mountainous setting,./data/examples/set_b/000099.jpg
People meditating in a mountainous setting,./data/examples/set_b/000100.jpg
